path,turn,raw_ra0_std,used_ra_std,raw_used_spearman,used_ra_unique_count,upper_clipped_count,upper_clipped_share,lower_clipped_count,lower_clipped_share,share_exactly_0_09,share_exactly_0_02,raw_p1,raw_p5,raw_p25,raw_p50,raw_p75,raw_p95,raw_p99,used_p1,used_p5,used_p25,used_p50,used_p75,used_p95,used_p99,gap_p50,gap_min,gap_mean,gap_p95,gap_p99,gap_max
B_GEOGRAPHIC_BETA2,16,0.08850135746536882,0.0003810565978937547,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017854326,0.10385182027463827,0.16578730861569613,0.21394525032832476,0.30796485745828417,0.381206849515762,0.4015254844786049,0.08849030717084963,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032832476,0.0,0.14134702663054186,0.291206849515762,0.3115254844786049,0.31631933953490976
B_GEOGRAPHIC_BETA2,17,0.0885013574654165,0.0003810565978945197,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853864,0.1038518202746329,0.16578730861603408,0.2139452503283162,0.30796485745808644,0.3812068495158543,0.40152548447877767,0.0884903071708466,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831621,0.0,0.14134702663053975,0.2912068495158543,0.31152548447877765,0.3163193395351006
B_GEOGRAPHIC_BETA2,18,0.08850135746541604,0.00038105659789449276,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853883,0.10385182027463315,0.16578730861598678,0.21394525032831638,0.3079648574581212,0.38120684951586215,0.4015254844787926,0.0884903071708467,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831638,0.0,0.1413470266305431,0.2912068495158622,0.3115254844787926,0.31631933953511715
B_GEOGRAPHIC_BETA2,19,0.08850135746541596,0.00038105659789463745,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853797,0.10385182027463218,0.1657873086159919,0.21394525032831455,0.3079648574581142,0.3812068495158598,0.40152548447879066,0.08849030717084613,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831455,0.0,0.14134702663054108,0.2912068495158598,0.31152548447879064,0.3163193395351154
B_GEOGRAPHIC_BETA2,20,0.08850135746541594,0.00038105659789461533,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853811,0.10385182027463233,0.1657873086159913,0.21394525032831488,0.3079648574581153,0.38120684951586015,0.401525484478791,0.08849030717084622,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831488,0.0,0.14134702663054138,0.2912068495158601,0.311525484478791,0.3163193395351157
B_GEOGRAPHIC_BETA2,21,0.08850135746541621,0.0003810565978945712,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853838,0.10385182027463265,0.16578730861599186,0.21394525032831543,0.307964857458116,0.3812068495158612,0.40152548447879205,0.0884903071708464,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831544,0.0,0.14134702663054202,0.29120684951586123,0.3115254844787921,0.3163193395351168
B_GEOGRAPHIC_BETA2,22,0.08850135746541667,0.00038105659789446826,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853896,0.10385182027463327,0.16578730861599275,0.2139452503283166,0.30796485745811775,0.38120684951586326,0.40152548447879427,0.0884903071708468,0.09,0.09,0.09,0.09,0.09,0.09,0.1239452503283166,0.0,0.1413470266305433,0.2912068495158633,0.3115254844787943,0.31631933953511904
B_GEOGRAPHIC_BETA2,23,0.08850135746541574,0.0003810565978946816,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853774,0.10385182027463191,0.16578730861599072,0.21394525032831405,0.3079648574581141,0.381206849515859,0.4015254844787899,0.08849030717084597,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831405,0.0,0.1413470266305406,0.291206849515859,0.31152548447878986,0.3163193395351146
B_GEOGRAPHIC_BETA2,24,0.08850135746541622,0.0003810565978945541,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.09052523017853847,0.10385182027463276,0.16578730861599206,0.21394525032831552,0.30796485745811636,0.3812068495158613,0.40152548447879227,0.08849030717084647,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831552,0.0,0.14134702663054216,0.2912068495158613,0.3115254844787923,0.31631933953511704
B_GEOGRAPHIC_BETA2,25,0.08850135746541675,0.0003810565978944437,0.3061862178478973,2,30,0.967741935483871,0,0.0,0.967741935483871,0.0,0.0905252301785391,0.10385182027463344,0.165787308615993,0.2139452503283169,0.30796485745811797,0.38120684951586364,0.4015254844787947,0.0884903071708469,0.09,0.09,0.09,0.09,0.09,0.09,0.12394525032831691,0.0,0.14134702663054355,0.2912068495158636,0.3115254844787947,0.3163193395351195
