scope,n,left,right,pearson,spearman,classification
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_transfer_abs_max,0.9184813302958347,0.9898473642800943,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_adjustment_cost_abs_max,0.9999999999976178,0.9978599527930762,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_lower_b_outward_count,-0.030279966550495217,-0.12969189157912628,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_upper_b_outward_count,0.02996019627438026,0.36670414152843656,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_only_lower_b_outward_count,-0.030279966550495217,-0.12969189157912628,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_upper_a_outward_count,0.20494043530884792,0.5063319364060986,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_only_upper_a_outward_count,0.07282067321920267,0.47339238644939374,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_b_abs_max,raw_only_upper_b_outward_count,-0.0006982747677243116,0.3779777084853417,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_transfer_abs_max,0.9999999999554942,0.9991062155782848,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_adjustment_cost_abs_max,0.9184809669595019,0.9888780487804878,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_lower_b_outward_count,-0.05189476558461659,-0.13370869277791017,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_upper_b_outward_count,0.07784214501698307,0.39085283351942113,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_only_lower_b_outward_count,-0.05189476558461659,-0.13370869277791017,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_upper_a_outward_count,0.2599442913517894,0.5131912913797515,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_only_upper_a_outward_count,0.13405343706499181,0.4767129445557834,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_mu_a_abs_max,raw_only_upper_b_outward_count,0.03683042786504951,0.3984931617664926,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_adjustment_cost_abs_max,0.918481160441585,0.9887836349331234,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_lower_b_outward_count,-0.05189404697780516,-0.12589670699820632,DESCRIPTIVE_ONLY_NOT_CAUSAL
